Period,Accounts,Category,Note,USD,Income/Expense
2025-04-16,Savings,Salary,Transaction 6279,599.96,Income
2025-02-03,Credit Card,Entertainment,Transaction 6280,627.75,Expense
2022-03-08,Checking,Sales,Transaction 6281,835.56,Income
2022-11-15,Savings,Food,Transaction 6282,745.66,Expense
2024-03-26,Savings,Bonus,Transaction 6283,128.95,Income
2023-06-02,Credit Card,Salary,Transaction 6284,857.72,Income
2021-02-06,Credit Card,Misc,Transaction 6285,236.35,Expense
2023-10-28,Savings,Utilities,Transaction 6286,760.60,Expense
2024-01-13,Savings,Transport,Transaction 6287,327.57,Expense
2024-10-17,Credit Card,Utilities,Transaction 6288,532.82,Expense
2024-01-13,Cash,Utilities,Transaction 6289,893.13,Expense
2020-01-23,Savings,Stock,Transaction 6290,95.39,Income
2022-08-14,Checking,Transport,Transaction 6291,891.58,Expense
2023-12-17,Checking,Transport,Transaction 6292,138.56,Expense
2022-08-09,Checking,Salary,Transaction 6293,19.36,Income
2021-06-17,Checking,Sales,Transaction 6294,474.02,Income
2024-01-03,Credit Card,Entertainment,Transaction 6295,437.61,Expense
2024-09-27,Cash,Food,Transaction 6296,458.55,Expense
2020-08-04,Savings,Bonus,Transaction 6297,85.52,Income
2020-06-30,Savings,Misc,Transaction 6298,629.96,Expense
2024-10-31,Cash,Misc,Transaction 6299,651.28,Expense
2020-06-23,Checking,Stock,Transaction 6300,996.42,Income
2021-07-26,Cash,Transport,Transaction 6301,15.96,Expense
2022-11-02,Credit Card,Bonus,Transaction 6302,238.90,Income
2022-12-27,Credit Card,Misc,Transaction 6303,269.32,Expense
2024-11-03,Checking,Salary,Transaction 6304,868.28,Income
2023-04-21,Savings,Transport,Transaction 6305,435.04,Expense
2023-08-28,Checking,Misc,Transaction 6306,230.63,Expense
2020-02-28,Checking,Salary,Transaction 6307,63.44,Income
2025-07-30,Credit Card,Stock,Transaction 6308,993.67,Income
2023-09-29,Credit Card,Sales,Transaction 6309,696.11,Income
2022-05-19,Credit Card,Salary,Transaction 6310,938.59,Income
2023-03-19,Savings,Sales,Transaction 6311,724.68,Income
2025-06-03,Checking,Food,Transaction 6312,188.06,Expense
2021-03-31,Savings,Stock,Transaction 6313,559.98,Income
2024-04-10,Savings,Transport,Transaction 6314,565.27,Expense
2023-06-20,Cash,Stock,Transaction 6315,457.97,Income
2022-05-09,Checking,Stock,Transaction 6316,73.26,Income
2024-05-31,Savings,Food,Transaction 6317,444.75,Expense
2022-05-08,Savings,Sales,Transaction 6318,605.41,Income
2020-03-26,Checking,Transport,Transaction 6319,560.20,Expense
2022-01-08,Savings,Salary,Transaction 6320,672.87,Income
2021-08-27,Savings,Misc,Transaction 6321,251.47,Expense
2023-09-30,Credit Card,Entertainment,Transaction 6322,205.98,Expense
2023-04-07,Checking,Sales,Transaction 6323,40.08,Income
2024-02-09,Credit Card,Transport,Transaction 6324,300.24,Expense
2021-01-19,Credit Card,Salary,Transaction 6325,153.32,Income
2024-02-06,Cash,Bonus,Transaction 6326,238.36,Income
2021-04-18,Checking,Entertainment,Transaction 6327,393.32,Expense
2020-01-24,Cash,Stock,Transaction 6328,68.40,Income
2025-02-26,Savings,Food,Transaction 6329,189.75,Expense
2023-01-19,Cash,Food,Transaction 6330,730.88,Expense
2025-01-01,Credit Card,Stock,Transaction 6331,49.01,Income
2022-05-27,Checking,Stock,Transaction 6332,843.60,Income
2022-02-12,Savings,Salary,Transaction 6333,976.84,Income
2023-09-21,Checking,Bonus,Transaction 6334,227.92,Income
2025-07-09,Credit Card,Stock,Transaction 6335,187.55,Income
2025-01-13,Credit Card,Salary,Transaction 6336,47.26,Income
2024-08-31,Savings,Sales,Transaction 6337,419.61,Income
2023-03-09,Credit Card,Entertainment,Transaction 6338,389.47,Expense
2022-08-12,Savings,Stock,Transaction 6339,375.11,Income
2023-10-21,Credit Card,Bonus,Transaction 6340,592.06,Income
2025-04-02,Cash,Bonus,Transaction 6341,567.20,Income
2025-06-22,Credit Card,Bonus,Transaction 6342,813.40,Income
2022-07-07,Credit Card,Misc,Transaction 6343,475.12,Expense
2022-10-14,Checking,Stock,Transaction 6344,15.49,Income
2020-01-09,Savings,Misc,Transaction 6345,926.68,Expense
2021-01-13,Credit Card,Sales,Transaction 6346,160.39,Income
2020-12-13,Cash,Stock,Transaction 6347,602.75,Income
2024-10-09,Checking,Bonus,Transaction 6348,533.62,Income
2022-02-27,Cash,Utilities,Transaction 6349,220.46,Expense
2022-07-25,Checking,Bonus,Transaction 6350,571.35,Income
2020-02-16,Cash,Misc,Transaction 6351,13.85,Expense
2025-02-08,Checking,Entertainment,Transaction 6352,841.94,Expense
2023-03-19,Checking,Misc,Transaction 6353,986.98,Expense
2022-01-21,Checking,Bonus,Transaction 6354,689.00,Income
2020-05-17,Credit Card,Transport,Transaction 6355,876.20,Expense
2021-01-22,Cash,Stock,Transaction 6356,2.48,Income
2023-01-19,Cash,Entertainment,Transaction 6357,377.49,Expense
2022-01-10,Savings,Food,Transaction 6358,709.41,Expense
2023-03-20,Cash,Food,Transaction 6359,769.83,Expense
2024-02-25,Credit Card,Salary,Transaction 6360,46.37,Income
2021-12-30,Credit Card,Misc,Transaction 6361,25.16,Expense
2025-08-05,Checking,Transport,Transaction 6362,734.96,Expense
2020-12-19,Cash,Entertainment,Transaction 6363,717.77,Expense
2024-12-23,Savings,Bonus,Transaction 6364,74.25,Income
2022-05-09,Cash,Entertainment,Transaction 6365,853.17,Expense
2024-04-11,Checking,Utilities,Transaction 6366,515.82,Expense
2022-05-16,Credit Card,Food,Transaction 6367,877.93,Expense
2025-05-16,Checking,Salary,Transaction 6368,639.15,Income
2025-03-23,Cash,Sales,Transaction 6369,408.18,Income
2022-01-13,Savings,Misc,Transaction 6370,576.80,Expense
2022-01-26,Credit Card,Transport,Transaction 6371,308.67,Expense
2024-04-29,Credit Card,Food,Transaction 6372,372.46,Expense
2021-01-06,Savings,Utilities,Transaction 6373,232.23,Expense
2023-05-22,Savings,Transport,Transaction 6374,793.22,Expense
2023-04-08,Cash,Misc,Transaction 6375,672.67,Expense
2020-03-17,Cash,Food,Transaction 6376,180.72,Expense
2021-10-31,Checking,Salary,Transaction 6377,259.12,Income
2021-04-06,Savings,Food,Transaction 6378,856.27,Expense
2021-09-25,Cash,Entertainment,Transaction 6379,900.97,Expense
2022-07-05,Savings,Bonus,Transaction 6380,708.53,Income
2025-07-15,Credit Card,Transport,Transaction 6381,990.31,Expense
2021-04-26,Checking,Misc,Transaction 6382,802.81,Expense
2021-07-27,Savings,Bonus,Transaction 6383,204.45,Income
2023-11-30,Savings,Food,Transaction 6384,13.02,Expense
2024-08-16,Credit Card,Food,Transaction 6385,530.65,Expense
2020-01-23,Checking,Utilities,Transaction 6386,315.17,Expense
2022-06-21,Credit Card,Utilities,Transaction 6387,884.09,Expense
2025-08-04,Cash,Salary,Transaction 6388,702.70,Income
2020-07-30,Credit Card,Salary,Transaction 6389,789.77,Income
2021-12-18,Checking,Sales,Transaction 6390,184.93,Income
2025-04-14,Savings,Utilities,Transaction 6391,761.44,Expense
2020-05-25,Checking,Bonus,Transaction 6392,394.08,Income
2024-11-08,Credit Card,Utilities,Transaction 6393,805.78,Expense
2021-07-28,Savings,Food,Transaction 6394,900.12,Expense
2020-06-01,Credit Card,Sales,Transaction 6395,219.84,Income
2020-09-16,Cash,Misc,Transaction 6396,552.62,Expense
2020-07-20,Cash,Salary,Transaction 6397,118.67,Income
2021-03-14,Cash,Sales,Transaction 6398,416.38,Income
2022-09-08,Savings,Utilities,Transaction 6399,619.41,Expense
2021-09-08,Cash,Bonus,Transaction 6400,59.66,Income
2024-07-11,Credit Card,Salary,Transaction 6401,587.61,Income
2024-06-04,Savings,Sales,Transaction 6402,420.47,Income
2022-07-30,Cash,Sales,Transaction 6403,896.08,Income
2023-05-06,Savings,Misc,Transaction 6404,821.01,Expense
2020-10-24,Savings,Stock,Transaction 6405,746.63,Income
2020-01-09,Checking,Misc,Transaction 6406,694.89,Expense
2022-10-31,Credit Card,Utilities,Transaction 6407,577.41,Expense
2024-09-09,Savings,Food,Transaction 6408,89.09,Expense
2021-11-29,Savings,Bonus,Transaction 6409,729.87,Income
2022-08-13,Checking,Sales,Transaction 6410,568.54,Income
2020-11-21,Savings,Misc,Transaction 6411,613.57,Expense
2022-12-09,Savings,Salary,Transaction 6412,187.15,Income
2020-05-27,Savings,Salary,Transaction 6413,176.47,Income
2025-03-31,Checking,Sales,Transaction 6414,452.27,Income
2022-02-10,Cash,Misc,Transaction 6415,432.42,Expense
2020-08-18,Savings,Sales,Transaction 6416,364.05,Income
2020-09-29,Savings,Transport,Transaction 6417,263.14,Expense
2025-04-15,Cash,Entertainment,Transaction 6418,746.67,Expense
2024-07-12,Checking,Transport,Transaction 6419,737.10,Expense
2020-03-20,Checking,Misc,Transaction 6420,218.19,Expense
2021-11-13,Credit Card,Stock,Transaction 6421,287.58,Income
2024-08-14,Savings,Misc,Transaction 6422,621.35,Expense
2023-10-27,Checking,Transport,Transaction 6423,369.16,Expense
2022-11-24,Cash,Bonus,Transaction 6424,52.16,Income
2023-11-18,Checking,Stock,Transaction 6425,324.21,Income
2022-12-09,Cash,Food,Transaction 6426,299.74,Expense
2024-08-04,Credit Card,Misc,Transaction 6427,683.38,Expense
2022-09-24,Checking,Transport,Transaction 6428,3.13,Expense
2021-02-04,Cash,Bonus,Transaction 6429,759.19,Income
2022-09-16,Savings,Stock,Transaction 6430,379.77,Income
2024-03-16,Savings,Salary,Transaction 6431,354.62,Income
2025-01-07,Cash,Misc,Transaction 6432,619.55,Expense
2020-01-17,Checking,Misc,Transaction 6433,451.53,Expense
2025-07-03,Credit Card,Transport,Transaction 6434,646.69,Expense
2020-04-28,Credit Card,Stock,Transaction 6435,424.07,Income
2020-05-30,Checking,Stock,Transaction 6436,201.47,Income
2024-04-17,Checking,Stock,Transaction 6437,661.24,Income
2022-05-14,Cash,Bonus,Transaction 6438,75.15,Income
2021-05-23,Savings,Food,Transaction 6439,204.88,Expense
2025-01-14,Credit Card,Transport,Transaction 6440,149.50,Expense
2021-05-16,Credit Card,Entertainment,Transaction 6441,986.85,Expense
2025-04-01,Savings,Misc,Transaction 6442,355.78,Expense
2025-05-15,Cash,Sales,Transaction 6443,784.62,Income
2022-12-06,Credit Card,Misc,Transaction 6444,150.75,Expense
2025-08-06,Checking,Utilities,Transaction 6445,516.19,Expense
2025-06-12,Cash,Sales,Transaction 6446,645.60,Income
2024-04-25,Credit Card,Salary,Transaction 6447,858.41,Income
2020-11-27,Cash,Stock,Transaction 6448,887.71,Income
2022-08-02,Checking,Sales,Transaction 6449,774.78,Income
2020-11-10,Savings,Salary,Transaction 6450,379.59,Income
2023-05-03,Credit Card,Utilities,Transaction 6451,189.35,Expense
2022-09-19,Checking,Transport,Transaction 6452,562.00,Expense
2024-12-03,Savings,Stock,Transaction 6453,57.30,Income
2020-02-28,Credit Card,Entertainment,Transaction 6454,578.96,Expense
2023-12-15,Cash,Utilities,Transaction 6455,54.85,Expense
2020-11-28,Checking,Stock,Transaction 6456,127.23,Income
2022-04-22,Cash,Sales,Transaction 6457,711.32,Income
2020-12-29,Savings,Stock,Transaction 6458,397.25,Income
2024-12-28,Savings,Misc,Transaction 6459,996.12,Expense
2020-01-01,Savings,Entertainment,Transaction 6460,168.83,Expense
2023-10-04,Cash,Stock,Transaction 6461,949.63,Income
2025-07-06,Credit Card,Entertainment,Transaction 6462,308.29,Expense
2024-03-19,Cash,Transport,Transaction 6463,139.50,Expense
2022-11-12,Credit Card,Entertainment,Transaction 6464,989.31,Expense
2020-08-03,Checking,Bonus,Transaction 6465,694.17,Income
2023-05-14,Cash,Utilities,Transaction 6466,617.45,Expense
2021-08-13,Checking,Transport,Transaction 6467,499.60,Expense
2022-07-24,Credit Card,Food,Transaction 6468,976.43,Expense
2024-05-29,Cash,Sales,Transaction 6469,987.23,Income
2024-05-17,Cash,Misc,Transaction 6470,254.92,Expense
2024-09-29,Checking,Sales,Transaction 6471,731.70,Income
2020-10-15,Savings,Entertainment,Transaction 6472,200.57,Expense
2023-02-21,Cash,Utilities,Transaction 6473,918.96,Expense
2024-10-06,Credit Card,Sales,Transaction 6474,860.70,Income
2024-08-10,Cash,Transport,Transaction 6475,368.38,Expense
2021-11-15,Checking,Sales,Transaction 6476,487.97,Income
2024-04-23,Savings,Bonus,Transaction 6477,684.49,Income
2025-04-14,Savings,Entertainment,Transaction 6478,522.51,Expense
2024-05-15,Cash,Sales,Transaction 6479,361.40,Income
2021-05-01,Credit Card,Sales,Transaction 6480,918.89,Income
2020-06-22,Cash,Stock,Transaction 6481,167.79,Income
2025-07-12,Cash,Salary,Transaction 6482,754.51,Income
2021-11-28,Savings,Bonus,Transaction 6483,569.66,Income
2022-07-24,Cash,Utilities,Transaction 6484,411.98,Expense
2022-06-03,Checking,Salary,Transaction 6485,737.42,Income
2023-10-28,Cash,Stock,Transaction 6486,195.83,Income
2023-09-11,Savings,Transport,Transaction 6487,255.26,Expense
2020-11-17,Credit Card,Bonus,Transaction 6488,47.86,Income
2024-03-18,Credit Card,Sales,Transaction 6489,870.10,Income
2020-05-10,Cash,Utilities,Transaction 6490,841.89,Expense
2020-08-22,Savings,Misc,Transaction 6491,755.55,Expense
2025-03-30,Checking,Sales,Transaction 6492,59.75,Income
2022-07-31,Credit Card,Bonus,Transaction 6493,464.71,Income
2021-11-16,Checking,Utilities,Transaction 6494,898.86,Expense
2024-12-23,Credit Card,Food,Transaction 6495,326.65,Expense
2023-11-02,Checking,Bonus,Transaction 6496,327.78,Income
2020-07-04,Checking,Transport,Transaction 6497,385.34,Expense
2020-06-09,Cash,Sales,Transaction 6498,13.72,Income
2020-08-02,Checking,Entertainment,Transaction 6499,533.54,Expense
2024-01-21,Cash,Sales,Transaction 6500,572.37,Income
2023-04-25,Checking,Sales,Transaction 6501,286.90,Income
2023-12-25,Savings,Utilities,Transaction 6502,542.68,Expense
2021-12-14,Cash,Transport,Transaction 6503,897.92,Expense
2020-01-05,Cash,Sales,Transaction 6504,540.39,Income
2024-06-09,Cash,Utilities,Transaction 6505,429.88,Expense
2021-02-11,Credit Card,Misc,Transaction 6506,74.60,Expense
2021-02-14,Credit Card,Misc,Transaction 6507,583.76,Expense
2024-01-26,Credit Card,Salary,Transaction 6508,858.61,Income
2024-04-08,Cash,Utilities,Transaction 6509,249.14,Expense
2024-08-23,Checking,Salary,Transaction 6510,423.06,Income
2023-07-12,Cash,Salary,Transaction 6511,464.58,Income
2021-11-24,Cash,Transport,Transaction 6512,969.81,Expense
2025-04-19,Savings,Stock,Transaction 6513,99.81,Income
2020-05-25,Cash,Transport,Transaction 6514,405.92,Expense
2021-10-13,Credit Card,Salary,Transaction 6515,643.70,Income
2020-07-20,Credit Card,Utilities,Transaction 6516,665.70,Expense
2020-08-26,Savings,Bonus,Transaction 6517,168.61,Income
2025-04-26,Savings,Transport,Transaction 6518,401.11,Expense
2021-12-11,Savings,Salary,Transaction 6519,696.97,Income
2020-07-07,Checking,Salary,Transaction 6520,261.58,Income
2020-07-17,Credit Card,Bonus,Transaction 6521,43.24,Income
2023-03-17,Savings,Food,Transaction 6522,754.81,Expense
2021-03-07,Savings,Salary,Transaction 6523,209.65,Income
2021-01-07,Cash,Bonus,Transaction 6524,847.66,Income
2022-05-19,Cash,Salary,Transaction 6525,871.64,Income
2023-01-25,Cash,Sales,Transaction 6526,411.18,Income
2024-11-09,Checking,Transport,Transaction 6527,823.15,Expense
2021-05-12,Cash,Sales,Transaction 6528,394.65,Income
2025-05-03,Savings,Stock,Transaction 6529,965.29,Income
2021-08-31,Checking,Bonus,Transaction 6530,964.54,Income
2024-01-26,Checking,Bonus,Transaction 6531,521.14,Income
2021-05-25,Savings,Sales,Transaction 6532,151.57,Income
2021-01-09,Savings,Misc,Transaction 6533,503.86,Expense
2023-05-09,Savings,Bonus,Transaction 6534,68.12,Income
2024-12-30,Cash,Sales,Transaction 6535,116.44,Income
2024-11-26,Credit Card,Bonus,Transaction 6536,784.13,Income
2022-05-09,Checking,Food,Transaction 6537,823.34,Expense
2023-01-29,Cash,Salary,Transaction 6538,783.81,Income
2024-11-23,Credit Card,Food,Transaction 6539,210.89,Expense
2022-04-23,Cash,Transport,Transaction 6540,957.10,Expense
2022-11-06,Savings,Food,Transaction 6541,130.61,Expense
2023-10-11,Checking,Sales,Transaction 6542,810.30,Income
2020-08-28,Credit Card,Transport,Transaction 6543,913.02,Expense
2022-11-25,Checking,Bonus,Transaction 6544,63.38,Income
2021-06-28,Credit Card,Salary,Transaction 6545,829.63,Income
2021-11-21,Checking,Food,Transaction 6546,529.27,Expense
2023-09-08,Checking,Sales,Transaction 6547,820.26,Income
2022-04-12,Cash,Bonus,Transaction 6548,317.68,Income
2020-11-20,Cash,Stock,Transaction 6549,23.51,Income
2024-02-12,Credit Card,Misc,Transaction 6550,142.19,Expense
2024-08-05,Credit Card,Utilities,Transaction 6551,547.02,Expense
2021-07-20,Checking,Entertainment,Transaction 6552,947.51,Expense
2024-08-17,Credit Card,Salary,Transaction 6553,302.62,Income
2025-05-18,Savings,Stock,Transaction 6554,757.59,Income
2023-12-11,Savings,Entertainment,Transaction 6555,527.88,Expense
2021-04-02,Checking,Stock,Transaction 6556,372.51,Income
2024-06-30,Credit Card,Salary,Transaction 6557,132.83,Income
2020-02-27,Cash,Sales,Transaction 6558,7.84,Income
2024-03-29,Cash,Stock,Transaction 6559,764.12,Income
2024-03-21,Checking,Sales,Transaction 6560,341.41,Income
2023-05-12,Checking,Misc,Transaction 6561,194.35,Expense
2022-04-16,Credit Card,Transport,Transaction 6562,890.32,Expense
2020-12-27,Checking,Sales,Transaction 6563,421.49,Income
2023-05-26,Cash,Sales,Transaction 6564,296.48,Income
2020-08-20,Savings,Misc,Transaction 6565,83.04,Expense
2023-11-23,Checking,Stock,Transaction 6566,707.00,Income
2022-02-17,Cash,Salary,Transaction 6567,156.03,Income
2025-07-11,Savings,Stock,Transaction 6568,791.95,Income
2020-01-28,Cash,Bonus,Transaction 6569,83.49,Income
2023-10-20,Checking,Food,Transaction 6570,545.96,Expense
2024-12-25,Credit Card,Salary,Transaction 6571,400.50,Income
2021-05-27,Checking,Salary,Transaction 6572,417.02,Income
2025-04-25,Credit Card,Bonus,Transaction 6573,498.55,Income
2024-01-03,Cash,Bonus,Transaction 6574,946.79,Income
2021-02-25,Credit Card,Entertainment,Transaction 6575,667.66,Expense
2024-07-25,Cash,Stock,Transaction 6576,271.09,Income
2024-09-30,Cash,Misc,Transaction 6577,523.92,Expense
2023-10-02,Credit Card,Utilities,Transaction 6578,467.75,Expense
2022-05-19,Credit Card,Utilities,Transaction 6579,431.32,Expense
2023-07-05,Savings,Food,Transaction 6580,868.85,Expense
2024-03-11,Credit Card,Salary,Transaction 6581,464.67,Income
2020-09-16,Checking,Utilities,Transaction 6582,684.55,Expense
2025-01-22,Credit Card,Food,Transaction 6583,538.68,Expense
2021-06-03,Cash,Salary,Transaction 6584,564.49,Income
2022-08-11,Checking,Utilities,Transaction 6585,507.13,Expense
2021-10-09,Checking,Sales,Transaction 6586,543.74,Income
2023-04-02,Savings,Salary,Transaction 6587,545.49,Income
2020-11-14,Cash,Salary,Transaction 6588,821.81,Income
2021-03-20,Credit Card,Sales,Transaction 6589,877.71,Income
2022-10-23,Savings,Food,Transaction 6590,703.48,Expense
2021-08-18,Savings,Misc,Transaction 6591,210.22,Expense
2020-01-17,Cash,Food,Transaction 6592,384.62,Expense
2025-01-17,Checking,Salary,Transaction 6593,156.48,Income
2024-03-21,Checking,Sales,Transaction 6594,611.19,Income
2021-07-24,Savings,Misc,Transaction 6595,844.06,Expense
2020-09-10,Savings,Bonus,Transaction 6596,556.91,Income
2021-02-07,Credit Card,Transport,Transaction 6597,576.76,Expense
2020-01-14,Savings,Food,Transaction 6598,767.01,Expense
2025-05-11,Credit Card,Utilities,Transaction 6599,122.18,Expense
2020-05-24,Savings,Utilities,Transaction 6600,879.35,Expense
2024-12-20,Cash,Food,Transaction 6601,409.31,Expense
2023-06-14,Checking,Food,Transaction 6602,217.85,Expense
2023-11-08,Checking,Misc,Transaction 6603,174.27,Expense
2023-12-24,Savings,Food,Transaction 6604,428.12,Expense
2021-02-02,Cash,Stock,Transaction 6605,121.20,Income
2023-10-08,Credit Card,Stock,Transaction 6606,341.79,Income
2022-07-22,Cash,Misc,Transaction 6607,894.70,Expense
